date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:40:28	13223/13223	---M--	200	added ('OK')	image/png	etag:%225bf6b6cd-3468%22	https://colorlib.com/polygon/concept/assets/images/bitbucket.png	C:/My%20Web%20Sites/Admin/colorlib.com/polygon/concept/assets/images/bitbucket.png	(from https://colorlib.com/polygon/concept/pages/chart-c3.html?fbclid=IwAR1KO2SKV6PaG5xzK3QKrHMczujpRS4MK8IOavAIX2xalIZPCf5ug2pkZhs)
16:40:28	17093/17093	---M--	200	added ('OK')	image/png	etag:%225bf6b6cd-5ea1%22	https://colorlib.com/polygon/concept/assets/images/mail_chimp.png	C:/My%20Web%20Sites/Admin/colorlib.com/polygon/concept/assets/images/mail_chimp.png	(from https://colorlib.com/polygon/concept/pages/chart-c3.html?fbclid=IwAR1KO2SKV6PaG5xzK3QKrHMczujpRS4MK8IOavAIX2xalIZPCf5ug2pkZhs)
16:40:28	9334/9334	---M--	200	added ('OK')	image/png	etag:%225bf6b6d3-344b%22	https://colorlib.com/polygon/concept/assets/images/slack.png	C:/My%20Web%20Sites/Admin/colorlib.com/polygon/concept/assets/images/slack.png	(from https://colorlib.com/polygon/concept/pages/chart-c3.html?fbclid=IwAR1KO2SKV6PaG5xzK3QKrHMczujpRS4MK8IOavAIX2xalIZPCf5ug2pkZhs)
16:40:29	6586/6586	---M--	200	added ('OK')	image/jpeg	etag:%225bf6b6c5-5c0a%22	https://colorlib.com/polygon/concept/assets/images/avatar-1.jpg	C:/My%20Web%20Sites/Admin/colorlib.com/polygon/concept/assets/images/avatar-1.jpg	(from https://colorlib.com/polygon/concept/pages/chart-c3.html?fbclid=IwAR1KO2SKV6PaG5xzK3QKrHMczujpRS4MK8IOavAIX2xalIZPCf5ug2pkZhs)
16:40:29	30164/30164	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Nov%202018%2014:01:22%20GMT	https://colorlib.com/polygon/concept/pages/index.html	C:/My%20Web%20Sites/Admin/colorlib.com/polygon/concept/pages/index.html	(from https://colorlib.com/polygon/concept/pages/chart-c3.html?fbclid=IwAR1KO2SKV6PaG5xzK3QKrHMczujpRS4MK8IOavAIX2xalIZPCf5ug2pkZhs)
16:40:29	50764/50764	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Nov%202018%2014:01:31%20GMT	https://colorlib.com/polygon/concept/pages/cards.html	C:/My%20Web%20Sites/Admin/colorlib.com/polygon/concept/pages/cards.html	(from https://colorlib.com/polygon/concept/pages/chart-c3.html?fbclid=IwAR1KO2SKV6PaG5xzK3QKrHMczujpRS4MK8IOavAIX2xalIZPCf5ug2pkZhs)
16:40:29	40668/40668	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Nov%202018%2014:01:35%20GMT	https://colorlib.com/polygon/concept/pages/general.html	C:/My%20Web%20Sites/Admin/colorlib.com/polygon/concept/pages/general.html	(from https://colorlib.com/polygon/concept/pages/chart-c3.html?fbclid=IwAR1KO2SKV6PaG5xzK3QKrHMczujpRS4MK8IOavAIX2xalIZPCf5ug2pkZhs)
16:40:30	23084/23084	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Nov%202018%2014:01:28%20GMT	https://colorlib.com/polygon/concept/pages/carousel.html	C:/My%20Web%20Sites/Admin/colorlib.com/polygon/concept/pages/carousel.html	(from https://colorlib.com/polygon/concept/pages/chart-c3.html?fbclid=IwAR1KO2SKV6PaG5xzK3QKrHMczujpRS4MK8IOavAIX2xalIZPCf5ug2pkZhs)
16:40:30	22481/22481	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Nov%202018%2014:01:28%20GMT	https://colorlib.com/polygon/concept/pages/listgroup.html	C:/My%20Web%20Sites/Admin/colorlib.com/polygon/concept/pages/listgroup.html	(from https://colorlib.com/polygon/concept/pages/chart-c3.html?fbclid=IwAR1KO2SKV6PaG5xzK3QKrHMczujpRS4MK8IOavAIX2xalIZPCf5ug2pkZhs)
16:40:30	25986/25986	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Nov%202018%2014:01:30%20GMT	https://colorlib.com/polygon/concept/pages/typography.html	C:/My%20Web%20Sites/Admin/colorlib.com/polygon/concept/pages/typography.html	(from https://colorlib.com/polygon/concept/pages/chart-c3.html?fbclid=IwAR1KO2SKV6PaG5xzK3QKrHMczujpRS4MK8IOavAIX2xalIZPCf5ug2pkZhs)
16:40:30	29785/29785	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Nov%202018%2014:01:25%20GMT	https://colorlib.com/polygon/concept/pages/accordions.html	C:/My%20Web%20Sites/Admin/colorlib.com/polygon/concept/pages/accordions.html	(from https://colorlib.com/polygon/concept/pages/chart-c3.html?fbclid=IwAR1KO2SKV6PaG5xzK3QKrHMczujpRS4MK8IOavAIX2xalIZPCf5ug2pkZhs)
16:40:31	45363/45363	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Nov%202018%2014:01:25%20GMT	https://colorlib.com/polygon/concept/pages/tabs.html	C:/My%20Web%20Sites/Admin/colorlib.com/polygon/concept/pages/tabs.html	(from https://colorlib.com/polygon/concept/pages/chart-c3.html?fbclid=IwAR1KO2SKV6PaG5xzK3QKrHMczujpRS4MK8IOavAIX2xalIZPCf5ug2pkZhs)
16:40:31	20085/20085	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Nov%202018%2014:01:34%20GMT	https://colorlib.com/polygon/concept/pages/chart-c3.html	C:/My%20Web%20Sites/Admin/colorlib.com/polygon/concept/pages/chart-c3.html	(from https://colorlib.com/polygon/concept/pages/chart-c3.html?fbclid=IwAR1KO2SKV6PaG5xzK3QKrHMczujpRS4MK8IOavAIX2xalIZPCf5ug2pkZhs)
16:40:31	21822/21822	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Nov%202018%2014:01:34%20GMT	https://colorlib.com/polygon/concept/pages/chart-chartist.html	C:/My%20Web%20Sites/Admin/colorlib.com/polygon/concept/pages/chart-chartist.html	(from https://colorlib.com/polygon/concept/pages/chart-c3.html?fbclid=IwAR1KO2SKV6PaG5xzK3QKrHMczujpRS4MK8IOavAIX2xalIZPCf5ug2pkZhs)
16:40:31	19303/19303	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Nov%202018%2014:01:32%20GMT	https://colorlib.com/polygon/concept/pages/chart-charts.html	C:/My%20Web%20Sites/Admin/colorlib.com/polygon/concept/pages/chart-charts.html	(from https://colorlib.com/polygon/concept/pages/chart-c3.html?fbclid=IwAR1KO2SKV6PaG5xzK3QKrHMczujpRS4MK8IOavAIX2xalIZPCf5ug2pkZhs)
16:40:32	19465/19465	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Nov%202018%2014:01:36%20GMT	https://colorlib.com/polygon/concept/pages/chart-morris.html	C:/My%20Web%20Sites/Admin/colorlib.com/polygon/concept/pages/chart-morris.html	(from https://colorlib.com/polygon/concept/pages/chart-c3.html?fbclid=IwAR1KO2SKV6PaG5xzK3QKrHMczujpRS4MK8IOavAIX2xalIZPCf5ug2pkZhs)
16:40:32	20398/20398	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Nov%202018%2014:01:31%20GMT	https://colorlib.com/polygon/concept/pages/chart-sparkline.html	C:/My%20Web%20Sites/Admin/colorlib.com/polygon/concept/pages/chart-sparkline.html	(from https://colorlib.com/polygon/concept/pages/chart-c3.html?fbclid=IwAR1KO2SKV6PaG5xzK3QKrHMczujpRS4MK8IOavAIX2xalIZPCf5ug2pkZhs)
16:40:32	18755/18755	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Nov%202018%2014:01:22%20GMT	https://colorlib.com/polygon/concept/pages/chart-gauge.html	C:/My%20Web%20Sites/Admin/colorlib.com/polygon/concept/pages/chart-gauge.html	(from https://colorlib.com/polygon/concept/pages/chart-c3.html?fbclid=IwAR1KO2SKV6PaG5xzK3QKrHMczujpRS4MK8IOavAIX2xalIZPCf5ug2pkZhs)
